Herkunftsort,URI
Sas van Gent (Niederlande),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nassau-Weilburg (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hassloch (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wagerswil (Wigoltingen) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Luchsingen GL,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mühlethal AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Herleshausen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reigoldswil BL,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Daubres (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ried bei Kerzers FR,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schoren BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lützelweid (Bichelsee) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Binzmühle (Seebach),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Heurüti (Elgg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hohreuti TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lützelweid,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hinterschwil (Degersheim) SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Egringen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kernenried BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Grosshöchstetten BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bockenhäusli TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rötenbach (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wittlingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kaiserslautern (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nöttingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Worb BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Amersfoort (Niederlande),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Groningen (Niederlande),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Flims GR,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Löpsingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Homburg (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Neustadt an der Aisch (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kotten (Wädenswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hinterwaberg (Bäretswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hintereich,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stockrüti (Bäretswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Traenheim (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stötzli,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Halden (Meilen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schreiberhof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Steig (Eglisau),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Frümsen SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberlaupen (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Höchstetten BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Risigrund (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schür (Sternenberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aespen (Sternenberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Burgbühl (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Manolzweiler (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Fischbach (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gugger (Zollikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gibsegg (Sternenberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Spältrüti (Sternenberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Pfaffhausen (Fällanden(,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Jussy GE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reims (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Meurthe (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lochershaus TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Duggisholz (Bichelsee) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niederaach TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberschalchen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sachsenheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Guntenmühle (Villigen) AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Breitnau (Breisgau) (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dintikon AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Täuffelen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schnurrberg (Turbenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterbruchegg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hündi,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nîmes (Languedoc) (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterfinsterbach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vordersennenberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Au BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hüsli (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Steinen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Neuhaus (Sternenberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rösli (Bauma),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niederwil AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Krauchthal BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberhub (Buch am Irchel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niederbüren SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bronschhofen SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Falkenau (Tschechien),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niederdorf SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bozen (Italien),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Altishausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Livland,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Salzburg (Österreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ifwil TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Münster (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Baltenschwil SO,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Göhrwihl (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Salzburger Land (Österreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vals GR,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dorf (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Untere Pfalz (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Baar ZG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kronberg im Taunus (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mühlhausen/Thüringen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Asp (Egg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Biberax GR,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eglishausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eggethof TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Roggenschwil (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Salen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schlatt (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oedenburg (Ungarn),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Goldach SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kitzingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schmiedberg SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterlandstatt (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hinterfur,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberholz SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Thurtal TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Herrnsheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bachzimmern (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bruningen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Muri AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gristen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mailand (Italien),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sundhausen (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lenzingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Iggelheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Böhmen (Tschechien),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wehr (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Urach (Amt) (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dachselen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Flerden GR,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Grünishofen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Homberg (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ebetingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Courcelles (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vordergrüt,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stein (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buchmatt,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Klingnau AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schönau SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hierstetten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Münzbach (Österreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tal (Neftenbach),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Begis (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Weitensdorf,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bercherhof (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Luttensbach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Grüt TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wiedlisbach BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Loch (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wolfikon SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Enggenhütte AI,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Obere Klus,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sihlbrugg (Hausen am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Widen (Wädenswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schmittenhöhe,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hinterwidenbach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kräh (Horgen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Obere Seiten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Birchi BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hurden SZ,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Beerfurth (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Friesenheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberhausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Äderspach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Laufenburg AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lechtal (Österreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Olingen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Obersommeri TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Amoltern (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rofels (Maienfeld) GR,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rotloff,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dachsenhausen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Münchingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Math,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Herrschaft Schenkenberg AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Loh (Bichelsee) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hunzenschwil AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Neuenhof AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lausheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mörenau TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Insingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unschwotingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rast (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterelsass (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eschenberg (Seen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Einsiedeln SZ,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nienendorf,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hohrüti (Küsnacht),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Giesshübel,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Horb (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Regensburg (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lüsslingen SO,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hirschthal AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Danzig (Polen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mullendingen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Urloffen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Speckhof TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Esenhausen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Veenendaal (Niederlande),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Waberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gubel (Bauma),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dillhaus (Bauma),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberscheller,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterscheller,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tobel (Stallikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kirchlindach BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Läseten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langhäusli (Stallikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterrellsten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Finsternau (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dornheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sprecherhäuser,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Horburg (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sparrennest,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mattstetten BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterallenwil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rietrüti (Sternenberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sennschür (Bubikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberriset,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterriset,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bundkofen (Schüpfen) BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aspenreuti TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Büdingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Genkingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Frankental (Höngg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ebnimühle (Niederweningen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hasle bei Burgdorf BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Moosleerau AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schiffmühle,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bottigen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Beutelsbach (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Westheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Biel BL,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schornbach (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Burgau S G,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Chavornay VD,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bleiche (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hasenstrick,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Neuholz (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Obergwad (Richterswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bachgaden (Wädenswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterricketwil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rain (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Landstuhl (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ehretstock (Bauma),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Zimmerberg (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Höchstock (Sternenberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Leutenegg (Schönholzerswilen) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ziegelried (Schüpfen) BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tournai (Belgien),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterwolfensberg (Bauma),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schwabach (Meilen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dürrenäsch AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ostheim (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Abläntschen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bruppacher (Horgen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vellberg (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rennweg (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hepsisau (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niedereggenen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buchlen (Richterswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brunegg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberfinsterbach (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rüeggisberg BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Frauenkappelen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hintersennenberg (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Trachselberg (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buchstock,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lindenmatt,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Grünen (Sumiswald) BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tobel (Weinfelden) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buchen GR,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberschachen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberneuhaus (Egg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rohrbühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bühlen (Männedorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stubenloo,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dorf (Männedorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Binz (Mönchaltorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Winkel (Oetwil am See),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eulen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nassau (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberensisheim (Elsass) (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rechberg (Schönenberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Erlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Specki,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hofacker (Wädenswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gerberacker (Wädenswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reutenen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kalkofen (Horgen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wendel,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eibenstock (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Delfshaven (Niederlande),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niederlande,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Prangins VD,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Zimmerwald BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Karlsruhe (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kreuzrain,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterlangnau (Märwil) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hub (Romanshorn) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Farnern BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Offenbach (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tobelmühle TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Feld (Wädenswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hauterive NE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hofstetter,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Strengelbach AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gwandlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
